name,gs_id,affiliation,h_index,i10_index,cited_by,pub_count,year,cites,day_added
Fang Zheng,sLB8f-wAAAAJ,University of Kentucky College of Pharmacy,28,58,2465,153,2013,151,2021-10-05
Fang Zheng,sLB8f-wAAAAJ,University of Kentucky College of Pharmacy,28,58,2465,153,2014,123,2021-10-05
Fang Zheng,sLB8f-wAAAAJ,University of Kentucky College of Pharmacy,28,58,2465,153,2015,284,2021-10-05
Fang Zheng,sLB8f-wAAAAJ,University of Kentucky College of Pharmacy,28,58,2465,153,2016,126,2021-10-05
Fang Zheng,sLB8f-wAAAAJ,University of Kentucky College of Pharmacy,28,58,2465,153,2017,186,2021-10-05
Fang Zheng,sLB8f-wAAAAJ,University of Kentucky College of Pharmacy,28,58,2465,153,2018,140,2021-10-05
Fang Zheng,sLB8f-wAAAAJ,University of Kentucky College of Pharmacy,28,58,2465,153,2019,249,2021-10-05
Fang Zheng,sLB8f-wAAAAJ,University of Kentucky College of Pharmacy,28,58,2465,153,2020,149,2021-10-05
Frank Romanelli,EIs1vgsAAAAJ,Associate Dean and Professor of Pharmacy,29,53,3733,155,2000,15,2021-10-05
Frank Romanelli,EIs1vgsAAAAJ,Associate Dean and Professor of Pharmacy,29,53,3733,155,2001,12,2021-10-05
Frank Romanelli,EIs1vgsAAAAJ,Associate Dean and Professor of Pharmacy,29,53,3733,155,2002,37,2021-10-05
Frank Romanelli,EIs1vgsAAAAJ,Associate Dean and Professor of Pharmacy,29,53,3733,155,2003,24,2021-10-05
Frank Romanelli,EIs1vgsAAAAJ,Associate Dean and Professor of Pharmacy,29,53,3733,155,2004,70,2021-10-05
Frank Romanelli,EIs1vgsAAAAJ,Associate Dean and Professor of Pharmacy,29,53,3733,155,2005,125,2021-10-05
Frank Romanelli,EIs1vgsAAAAJ,Associate Dean and Professor of Pharmacy,29,53,3733,155,2006,108,2021-10-05
Frank Romanelli,EIs1vgsAAAAJ,Associate Dean and Professor of Pharmacy,29,53,3733,155,2007,118,2021-10-05
Frank Romanelli,EIs1vgsAAAAJ,Associate Dean and Professor of Pharmacy,29,53,3733,155,2008,118,2021-10-05
Frank Romanelli,EIs1vgsAAAAJ,Associate Dean and Professor of Pharmacy,29,53,3733,155,2009,141,2021-10-05
Frank Romanelli,EIs1vgsAAAAJ,Associate Dean and Professor of Pharmacy,29,53,3733,155,2010,162,2021-10-05
Frank Romanelli,EIs1vgsAAAAJ,Associate Dean and Professor of Pharmacy,29,53,3733,155,2011,158,2021-10-05
Frank Romanelli,EIs1vgsAAAAJ,Associate Dean and Professor of Pharmacy,29,53,3733,155,2012,178,2021-10-05
Frank Romanelli,EIs1vgsAAAAJ,Associate Dean and Professor of Pharmacy,29,53,3733,155,2013,195,2021-10-05
Frank Romanelli,EIs1vgsAAAAJ,Associate Dean and Professor of Pharmacy,29,53,3733,155,2014,239,2021-10-05
Frank Romanelli,EIs1vgsAAAAJ,Associate Dean and Professor of Pharmacy,29,53,3733,155,2015,239,2021-10-05
Frank Romanelli,EIs1vgsAAAAJ,Associate Dean and Professor of Pharmacy,29,53,3733,155,2016,258,2021-10-05
Frank Romanelli,EIs1vgsAAAAJ,Associate Dean and Professor of Pharmacy,29,53,3733,155,2017,228,2021-10-05
Frank Romanelli,EIs1vgsAAAAJ,Associate Dean and Professor of Pharmacy,29,53,3733,155,2018,224,2021-10-05
Frank Romanelli,EIs1vgsAAAAJ,Associate Dean and Professor of Pharmacy,29,53,3733,155,2019,271,2021-10-05
Frank Romanelli,EIs1vgsAAAAJ,Associate Dean and Professor of Pharmacy,29,53,3733,155,2020,371,2021-10-05
Frank Romanelli,EIs1vgsAAAAJ,Associate Dean and Professor of Pharmacy,29,53,3733,155,2021,330,2021-10-05
Freddy Arce,62lnmYAAAAAJ,University of Kentucky,2,1,33,2,2018,5,2021-10-05
Freddy Arce,62lnmYAAAAAJ,University of Kentucky,2,1,33,2,2019,5,2021-10-05
Freddy Arce,62lnmYAAAAAJ,University of Kentucky,2,1,33,2,2020,10,2021-10-05
Freddy Arce,62lnmYAAAAAJ,University of Kentucky,2,1,33,2,2021,12,2021-10-05
Gavin Howington,WhBOpggAAAAJ,"College of Pharmacy, University of Kentucky",1,1,23,1,2018,2,2021-10-05
Gavin Howington,WhBOpggAAAAJ,"College of Pharmacy, University of Kentucky",1,1,23,1,2019,3,2021-10-05
Gavin Howington,WhBOpggAAAAJ,"College of Pharmacy, University of Kentucky",1,1,23,1,2020,10,2021-10-05
Gavin Howington,WhBOpggAAAAJ,"College of Pharmacy, University of Kentucky",1,1,23,1,2021,8,2021-10-05
George Davis,nImj7ngAAAAJ,"Adjunct Professor, University of Kentucky College of Pharmacy",19,28,1375,76,1998,15,2021-10-05
George Davis,nImj7ngAAAAJ,"Adjunct Professor, University of Kentucky College of Pharmacy",19,28,1375,76,1999,22,2021-10-05
George Davis,nImj7ngAAAAJ,"Adjunct Professor, University of Kentucky College of Pharmacy",19,28,1375,76,2000,21,2021-10-05
George Davis,nImj7ngAAAAJ,"Adjunct Professor, University of Kentucky College of Pharmacy",19,28,1375,76,2001,38,2021-10-05
George Davis,nImj7ngAAAAJ,"Adjunct Professor, University of Kentucky College of Pharmacy",19,28,1375,76,2002,46,2021-10-05
George Davis,nImj7ngAAAAJ,"Adjunct Professor, University of Kentucky College of Pharmacy",19,28,1375,76,2003,51,2021-10-05
George Davis,nImj7ngAAAAJ,"Adjunct Professor, University of Kentucky College of Pharmacy",19,28,1375,76,2004,46,2021-10-05
George Davis,nImj7ngAAAAJ,"Adjunct Professor, University of Kentucky College of Pharmacy",19,28,1375,76,2005,63,2021-10-05
George Davis,nImj7ngAAAAJ,"Adjunct Professor, University of Kentucky College of Pharmacy",19,28,1375,76,2006,48,2021-10-05
George Davis,nImj7ngAAAAJ,"Adjunct Professor, University of Kentucky College of Pharmacy",19,28,1375,76,2007,52,2021-10-05
George Davis,nImj7ngAAAAJ,"Adjunct Professor, University of Kentucky College of Pharmacy",19,28,1375,76,2008,53,2021-10-05
George Davis,nImj7ngAAAAJ,"Adjunct Professor, University of Kentucky College of Pharmacy",19,28,1375,76,2009,82,2021-10-05
George Davis,nImj7ngAAAAJ,"Adjunct Professor, University of Kentucky College of Pharmacy",19,28,1375,76,2010,52,2021-10-05
George Davis,nImj7ngAAAAJ,"Adjunct Professor, University of Kentucky College of Pharmacy",19,28,1375,76,2011,41,2021-10-05
George Davis,nImj7ngAAAAJ,"Adjunct Professor, University of Kentucky College of Pharmacy",19,28,1375,76,2012,73,2021-10-05
George Davis,nImj7ngAAAAJ,"Adjunct Professor, University of Kentucky College of Pharmacy",19,28,1375,76,2013,46,2021-10-05
George Davis,nImj7ngAAAAJ,"Adjunct Professor, University of Kentucky College of Pharmacy",19,28,1375,76,2014,74,2021-10-05
George Davis,nImj7ngAAAAJ,"Adjunct Professor, University of Kentucky College of Pharmacy",19,28,1375,76,2015,67,2021-10-05
George Davis,nImj7ngAAAAJ,"Adjunct Professor, University of Kentucky College of Pharmacy",19,28,1375,76,2016,50,2021-10-05
George Davis,nImj7ngAAAAJ,"Adjunct Professor, University of Kentucky College of Pharmacy",19,28,1375,76,2017,30,2021-10-05
George Davis,nImj7ngAAAAJ,"Adjunct Professor, University of Kentucky College of Pharmacy",19,28,1375,76,2018,57,2021-10-05
George Davis,nImj7ngAAAAJ,"Adjunct Professor, University of Kentucky College of Pharmacy",19,28,1375,76,2019,64,2021-10-05
George Davis,nImj7ngAAAAJ,"Adjunct Professor, University of Kentucky College of Pharmacy",19,28,1375,76,2020,124,2021-10-05
George Davis,nImj7ngAAAAJ,"Adjunct Professor, University of Kentucky College of Pharmacy",19,28,1375,76,2021,141,2021-10-05
Gregory Graf,LTDLG8AAAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",24,32,5724,83,1999,49,2021-10-05
Gregory Graf,LTDLG8AAAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",24,32,5724,83,2000,95,2021-10-05
Gregory Graf,LTDLG8AAAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",24,32,5724,83,2001,225,2021-10-05
Gregory Graf,LTDLG8AAAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",24,32,5724,83,2002,275,2021-10-05
Gregory Graf,LTDLG8AAAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",24,32,5724,83,2003,323,2021-10-05
Gregory Graf,LTDLG8AAAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",24,32,5724,83,2004,347,2021-10-05
Gregory Graf,LTDLG8AAAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",24,32,5724,83,2005,340,2021-10-05
Gregory Graf,LTDLG8AAAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",24,32,5724,83,2006,359,2021-10-05
Gregory Graf,LTDLG8AAAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",24,32,5724,83,2007,309,2021-10-05
Gregory Graf,LTDLG8AAAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",24,32,5724,83,2008,298,2021-10-05
Gregory Graf,LTDLG8AAAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",24,32,5724,83,2009,241,2021-10-05
Gregory Graf,LTDLG8AAAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",24,32,5724,83,2010,280,2021-10-05
Gregory Graf,LTDLG8AAAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",24,32,5724,83,2011,269,2021-10-05
Gregory Graf,LTDLG8AAAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",24,32,5724,83,2012,252,2021-10-05
Gregory Graf,LTDLG8AAAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",24,32,5724,83,2013,227,2021-10-05
Gregory Graf,LTDLG8AAAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",24,32,5724,83,2014,261,2021-10-05
Gregory Graf,LTDLG8AAAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",24,32,5724,83,2015,276,2021-10-05
Gregory Graf,LTDLG8AAAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",24,32,5724,83,2016,181,2021-10-05
Gregory Graf,LTDLG8AAAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",24,32,5724,83,2017,201,2021-10-05
Gregory Graf,LTDLG8AAAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",24,32,5724,83,2018,209,2021-10-05
Gregory Graf,LTDLG8AAAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",24,32,5724,83,2019,200,2021-10-05
Gregory Graf,LTDLG8AAAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",24,32,5724,83,2020,238,2021-10-05
Gregory Graf,LTDLG8AAAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",24,32,5724,83,2021,212,2021-10-05
Gyeon Oh,DxPNKxkAAAAJ,"Postdoctoral Scholar, University of Kentucky",4,3,158,26,2014,4,2021-10-05
Gyeon Oh,DxPNKxkAAAAJ,"Postdoctoral Scholar, University of Kentucky",4,3,158,26,2015,18,2021-10-05
Gyeon Oh,DxPNKxkAAAAJ,"Postdoctoral Scholar, University of Kentucky",4,3,158,26,2016,21,2021-10-05
Gyeon Oh,DxPNKxkAAAAJ,"Postdoctoral Scholar, University of Kentucky",4,3,158,26,2017,19,2021-10-05
Gyeon Oh,DxPNKxkAAAAJ,"Postdoctoral Scholar, University of Kentucky",4,3,158,26,2018,21,2021-10-05
Gyeon Oh,DxPNKxkAAAAJ,"Postdoctoral Scholar, University of Kentucky",4,3,158,26,2019,20,2021-10-05
Gyeon Oh,DxPNKxkAAAAJ,"Postdoctoral Scholar, University of Kentucky",4,3,158,26,2020,22,2021-10-05
Gyeon Oh,DxPNKxkAAAAJ,"Postdoctoral Scholar, University of Kentucky",4,3,158,26,2021,28,2021-10-05
Hannah Johnson,l2upljIAAAAJ,University of Kentucky College of Pharmacy,3,1,43,7,2015,1,2021-10-05
Hannah Johnson,l2upljIAAAAJ,University of Kentucky College of Pharmacy,3,1,43,7,2016,2,2021-10-05
Hannah Johnson,l2upljIAAAAJ,University of Kentucky College of Pharmacy,3,1,43,7,2017,3,2021-10-05
Hannah Johnson,l2upljIAAAAJ,University of Kentucky College of Pharmacy,3,1,43,7,2018,6,2021-10-05
Hannah Johnson,l2upljIAAAAJ,University of Kentucky College of Pharmacy,3,1,43,7,2019,12,2021-10-05
Hannah Johnson,l2upljIAAAAJ,University of Kentucky College of Pharmacy,3,1,43,7,2020,8,2021-10-05
Hannah Johnson,l2upljIAAAAJ,University of Kentucky College of Pharmacy,3,1,43,7,2021,9,2021-10-05
Heather Bush,L35ZUHYAAAAJ,University of Kentucky,37,87,4644,211,2007,36,2021-10-05
Heather Bush,L35ZUHYAAAAJ,University of Kentucky,37,87,4644,211,2008,41,2021-10-05
Heather Bush,L35ZUHYAAAAJ,University of Kentucky,37,87,4644,211,2009,51,2021-10-05
Heather Bush,L35ZUHYAAAAJ,University of Kentucky,37,87,4644,211,2010,64,2021-10-05
Heather Bush,L35ZUHYAAAAJ,University of Kentucky,37,87,4644,211,2011,103,2021-10-05
Heather Bush,L35ZUHYAAAAJ,University of Kentucky,37,87,4644,211,2012,128,2021-10-05
Heather Bush,L35ZUHYAAAAJ,University of Kentucky,37,87,4644,211,2013,204,2021-10-05
Heather Bush,L35ZUHYAAAAJ,University of Kentucky,37,87,4644,211,2014,228,2021-10-05
Heather Bush,L35ZUHYAAAAJ,University of Kentucky,37,87,4644,211,2015,310,2021-10-05
Heather Bush,L35ZUHYAAAAJ,University of Kentucky,37,87,4644,211,2016,354,2021-10-05
Heather Bush,L35ZUHYAAAAJ,University of Kentucky,37,87,4644,211,2017,437,2021-10-05
Heather Bush,L35ZUHYAAAAJ,University of Kentucky,37,87,4644,211,2018,491,2021-10-05
Heather Bush,L35ZUHYAAAAJ,University of Kentucky,37,87,4644,211,2019,619,2021-10-05
Heather Bush,L35ZUHYAAAAJ,University of Kentucky,37,87,4644,211,2020,685,2021-10-05
Heather Bush,L35ZUHYAAAAJ,University of Kentucky,37,87,4644,211,2021,776,2021-10-05
Heather Campbell,v_gN3qIAAAAJ,"University of Kentucky, Verista, Inc.",4,1,32,13,2019,3,2021-10-05
Heather Campbell,v_gN3qIAAAAJ,"University of Kentucky, Verista, Inc.",4,1,32,13,2020,6,2021-10-05
Heather Campbell,v_gN3qIAAAAJ,"University of Kentucky, Verista, Inc.",4,1,32,13,2021,21,2021-10-05
Hilary Surratt,UjpFAaoAAAAJ,Unknown affiliation,48,117,9359,260,1999,36,2021-10-05
Hilary Surratt,UjpFAaoAAAAJ,Unknown affiliation,48,117,9359,260,2000,38,2021-10-05
Hilary Surratt,UjpFAaoAAAAJ,Unknown affiliation,48,117,9359,260,2001,48,2021-10-05
Hilary Surratt,UjpFAaoAAAAJ,Unknown affiliation,48,117,9359,260,2002,44,2021-10-05
Hilary Surratt,UjpFAaoAAAAJ,Unknown affiliation,48,117,9359,260,2003,45,2021-10-05
Hilary Surratt,UjpFAaoAAAAJ,Unknown affiliation,48,117,9359,260,2004,64,2021-10-05
Hilary Surratt,UjpFAaoAAAAJ,Unknown affiliation,48,117,9359,260,2005,114,2021-10-05
Hilary Surratt,UjpFAaoAAAAJ,Unknown affiliation,48,117,9359,260,2006,117,2021-10-05
Hilary Surratt,UjpFAaoAAAAJ,Unknown affiliation,48,117,9359,260,2007,148,2021-10-05
Hilary Surratt,UjpFAaoAAAAJ,Unknown affiliation,48,117,9359,260,2008,178,2021-10-05
Hilary Surratt,UjpFAaoAAAAJ,Unknown affiliation,48,117,9359,260,2009,216,2021-10-05
Hilary Surratt,UjpFAaoAAAAJ,Unknown affiliation,48,117,9359,260,2010,249,2021-10-05
Hilary Surratt,UjpFAaoAAAAJ,Unknown affiliation,48,117,9359,260,2011,280,2021-10-05
Hilary Surratt,UjpFAaoAAAAJ,Unknown affiliation,48,117,9359,260,2012,354,2021-10-05
Hilary Surratt,UjpFAaoAAAAJ,Unknown affiliation,48,117,9359,260,2013,433,2021-10-05
Hilary Surratt,UjpFAaoAAAAJ,Unknown affiliation,48,117,9359,260,2014,620,2021-10-05
Hilary Surratt,UjpFAaoAAAAJ,Unknown affiliation,48,117,9359,260,2015,779,2021-10-05
Hilary Surratt,UjpFAaoAAAAJ,Unknown affiliation,48,117,9359,260,2016,900,2021-10-05
Hilary Surratt,UjpFAaoAAAAJ,Unknown affiliation,48,117,9359,260,2017,877,2021-10-05
Hilary Surratt,UjpFAaoAAAAJ,Unknown affiliation,48,117,9359,260,2018,1045,2021-10-05
Hilary Surratt,UjpFAaoAAAAJ,Unknown affiliation,48,117,9359,260,2019,965,2021-10-05
Hilary Surratt,UjpFAaoAAAAJ,Unknown affiliation,48,117,9359,260,2020,887,2021-10-05
Hilary Surratt,UjpFAaoAAAAJ,Unknown affiliation,48,117,9359,260,2021,661,2021-10-05
Holly Divine,R7DZZsYAAAAJ,University of Kentucky College of Pharmacy,9,9,278,20,2008,10,2021-10-05
Holly Divine,R7DZZsYAAAAJ,University of Kentucky College of Pharmacy,9,9,278,20,2009,3,2021-10-05
Holly Divine,R7DZZsYAAAAJ,University of Kentucky College of Pharmacy,9,9,278,20,2010,9,2021-10-05
Holly Divine,R7DZZsYAAAAJ,University of Kentucky College of Pharmacy,9,9,278,20,2011,11,2021-10-05
Holly Divine,R7DZZsYAAAAJ,University of Kentucky College of Pharmacy,9,9,278,20,2012,24,2021-10-05
Holly Divine,R7DZZsYAAAAJ,University of Kentucky College of Pharmacy,9,9,278,20,2013,20,2021-10-05
Holly Divine,R7DZZsYAAAAJ,University of Kentucky College of Pharmacy,9,9,278,20,2014,12,2021-10-05
Holly Divine,R7DZZsYAAAAJ,University of Kentucky College of Pharmacy,9,9,278,20,2015,26,2021-10-05
Holly Divine,R7DZZsYAAAAJ,University of Kentucky College of Pharmacy,9,9,278,20,2016,17,2021-10-05
Holly Divine,R7DZZsYAAAAJ,University of Kentucky College of Pharmacy,9,9,278,20,2017,22,2021-10-05
Holly Divine,R7DZZsYAAAAJ,University of Kentucky College of Pharmacy,9,9,278,20,2018,20,2021-10-05
Holly Divine,R7DZZsYAAAAJ,University of Kentucky College of Pharmacy,9,9,278,20,2019,21,2021-10-05
Holly Divine,R7DZZsYAAAAJ,University of Kentucky College of Pharmacy,9,9,278,20,2020,35,2021-10-05
Holly Divine,R7DZZsYAAAAJ,University of Kentucky College of Pharmacy,9,9,278,20,2021,41,2021-10-05
Hui Peng,kK_A0ckAAAAJ,"Research Assistant Professor, University of Kentucky",23,26,2053,55,2003,8,2021-10-05
Hui Peng,kK_A0ckAAAAJ,"Research Assistant Professor, University of Kentucky",23,26,2053,55,2004,17,2021-10-05
Hui Peng,kK_A0ckAAAAJ,"Research Assistant Professor, University of Kentucky",23,26,2053,55,2005,61,2021-10-05
Hui Peng,kK_A0ckAAAAJ,"Research Assistant Professor, University of Kentucky",23,26,2053,55,2006,57,2021-10-05
Hui Peng,kK_A0ckAAAAJ,"Research Assistant Professor, University of Kentucky",23,26,2053,55,2007,56,2021-10-05
Hui Peng,kK_A0ckAAAAJ,"Research Assistant Professor, University of Kentucky",23,26,2053,55,2008,99,2021-10-05
Hui Peng,kK_A0ckAAAAJ,"Research Assistant Professor, University of Kentucky",23,26,2053,55,2009,106,2021-10-05
Hui Peng,kK_A0ckAAAAJ,"Research Assistant Professor, University of Kentucky",23,26,2053,55,2010,98,2021-10-05
Hui Peng,kK_A0ckAAAAJ,"Research Assistant Professor, University of Kentucky",23,26,2053,55,2011,135,2021-10-05
Hui Peng,kK_A0ckAAAAJ,"Research Assistant Professor, University of Kentucky",23,26,2053,55,2012,179,2021-10-05
Hui Peng,kK_A0ckAAAAJ,"Research Assistant Professor, University of Kentucky",23,26,2053,55,2013,167,2021-10-05
Hui Peng,kK_A0ckAAAAJ,"Research Assistant Professor, University of Kentucky",23,26,2053,55,2014,155,2021-10-05
Hui Peng,kK_A0ckAAAAJ,"Research Assistant Professor, University of Kentucky",23,26,2053,55,2015,132,2021-10-05
Hui Peng,kK_A0ckAAAAJ,"Research Assistant Professor, University of Kentucky",23,26,2053,55,2016,147,2021-10-05
Hui Peng,kK_A0ckAAAAJ,"Research Assistant Professor, University of Kentucky",23,26,2053,55,2017,127,2021-10-05
Hui Peng,kK_A0ckAAAAJ,"Research Assistant Professor, University of Kentucky",23,26,2053,55,2018,122,2021-10-05
Hui Peng,kK_A0ckAAAAJ,"Research Assistant Professor, University of Kentucky",23,26,2053,55,2019,130,2021-10-05
Hui Peng,kK_A0ckAAAAJ,"Research Assistant Professor, University of Kentucky",23,26,2053,55,2020,143,2021-10-05
Hui Peng,kK_A0ckAAAAJ,"Research Assistant Professor, University of Kentucky",23,26,2053,55,2021,107,2021-10-05
Huimei Wei,_JYsiGEAAAAJ,"Graduate Student, University of Kentucky",3,1,30,6,2019,4,2021-10-05
Huimei Wei,_JYsiGEAAAAJ,"Graduate Student, University of Kentucky",3,1,30,6,2020,15,2021-10-05
Huimei Wei,_JYsiGEAAAAJ,"Graduate Student, University of Kentucky",3,1,30,6,2021,10,2021-10-05
Jacob Painter,3R8XOD4AAAAJ,"Associate Professor of Pharmaceutical Evaluation & Policy, UAMS",15,24,888,120,2013,7,2021-10-05
Jacob Painter,3R8XOD4AAAAJ,"Associate Professor of Pharmaceutical Evaluation & Policy, UAMS",15,24,888,120,2014,20,2021-10-05
Jacob Painter,3R8XOD4AAAAJ,"Associate Professor of Pharmaceutical Evaluation & Policy, UAMS",15,24,888,120,2015,23,2021-10-05
Jacob Painter,3R8XOD4AAAAJ,"Associate Professor of Pharmaceutical Evaluation & Policy, UAMS",15,24,888,120,2016,48,2021-10-05
Jacob Painter,3R8XOD4AAAAJ,"Associate Professor of Pharmaceutical Evaluation & Policy, UAMS",15,24,888,120,2017,87,2021-10-05
Jacob Painter,3R8XOD4AAAAJ,"Associate Professor of Pharmaceutical Evaluation & Policy, UAMS",15,24,888,120,2018,145,2021-10-05
Jacob Painter,3R8XOD4AAAAJ,"Associate Professor of Pharmaceutical Evaluation & Policy, UAMS",15,24,888,120,2019,186,2021-10-05
Jacob Painter,3R8XOD4AAAAJ,"Associate Professor of Pharmaceutical Evaluation & Policy, UAMS",15,24,888,120,2020,188,2021-10-05
Jacob Painter,3R8XOD4AAAAJ,"Associate Professor of Pharmaceutical Evaluation & Policy, UAMS",15,24,888,120,2021,161,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,1992,26,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,1993,27,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,1994,37,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,1995,57,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,1996,93,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,1997,85,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,1998,99,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,1999,112,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,2000,166,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,2001,117,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,2002,136,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,2003,142,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,2004,170,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,2005,160,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,2006,183,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,2007,156,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,2008,183,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,2009,187,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,2010,207,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,2011,284,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,2012,313,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,2013,309,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,2014,359,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,2015,385,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,2016,328,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,2017,300,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,2018,327,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,2019,348,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,2020,338,2021-10-05
James Pauly,Tbpn1DMAAAAJ,university of kentucky,44,77,5996,141,2021,267,2021-10-05
Jared Hammill,G3vN0McAAAAJ,University of Kentucky,12,14,845,33,2007,4,2021-10-05
Jared Hammill,G3vN0McAAAAJ,University of Kentucky,12,14,845,33,2008,10,2021-10-05
Jared Hammill,G3vN0McAAAAJ,University of Kentucky,12,14,845,33,2009,26,2021-10-05
Jared Hammill,G3vN0McAAAAJ,University of Kentucky,12,14,845,33,2010,46,2021-10-05
Jared Hammill,G3vN0McAAAAJ,University of Kentucky,12,14,845,33,2011,42,2021-10-05
Jared Hammill,G3vN0McAAAAJ,University of Kentucky,12,14,845,33,2012,62,2021-10-05
Jared Hammill,G3vN0McAAAAJ,University of Kentucky,12,14,845,33,2013,51,2021-10-05
Jared Hammill,G3vN0McAAAAJ,University of Kentucky,12,14,845,33,2014,61,2021-10-05
Jared Hammill,G3vN0McAAAAJ,University of Kentucky,12,14,845,33,2015,59,2021-10-05
Jared Hammill,G3vN0McAAAAJ,University of Kentucky,12,14,845,33,2016,50,2021-10-05
Jared Hammill,G3vN0McAAAAJ,University of Kentucky,12,14,845,33,2017,65,2021-10-05
Jared Hammill,G3vN0McAAAAJ,University of Kentucky,12,14,845,33,2018,85,2021-10-05
Jared Hammill,G3vN0McAAAAJ,University of Kentucky,12,14,845,33,2019,83,2021-10-05
Jared Hammill,G3vN0McAAAAJ,University of Kentucky,12,14,845,33,2020,103,2021-10-05
Jared Hammill,G3vN0McAAAAJ,University of Kentucky,12,14,845,33,2021,92,2021-10-05
Jeff Cain,j_MofHoAAAAJ,"Associate Professor, University of Kentucky College of Pharmacy",29,42,3782,79,2008,12,2021-10-05
Jeff Cain,j_MofHoAAAAJ,"Associate Professor, University of Kentucky College of Pharmacy",29,42,3782,79,2009,40,2021-10-05
Jeff Cain,j_MofHoAAAAJ,"Associate Professor, University of Kentucky College of Pharmacy",29,42,3782,79,2010,122,2021-10-05
Jeff Cain,j_MofHoAAAAJ,"Associate Professor, University of Kentucky College of Pharmacy",29,42,3782,79,2011,150,2021-10-05
Jeff Cain,j_MofHoAAAAJ,"Associate Professor, University of Kentucky College of Pharmacy",29,42,3782,79,2012,199,2021-10-05
Jeff Cain,j_MofHoAAAAJ,"Associate Professor, University of Kentucky College of Pharmacy",29,42,3782,79,2013,273,2021-10-05
Jeff Cain,j_MofHoAAAAJ,"Associate Professor, University of Kentucky College of Pharmacy",29,42,3782,79,2014,253,2021-10-05
